,level_0,index,name,desc,type,egg_group
439,439,53,핑복,하얗고 둥근 물건을 매우 좋아한다. 럭키를 흉내 내어 알과 똑 닮은 돌을 껴안고 있다.알을 닮은 둥근 돌을 배의 주머니에 넣고 있다. 좋아하는 상대에게 돌을 준다.작은 돌 껴안기를 좋아한다. 상대의 발치를 빙빙 돌다 그만 넘어지게 만드는 일도 있다.하얗고 둥근 돌을 알이라고 생각하고는 소중히 가지고 있다. 말은 머리 모양을 신경 쓰고 있다.작은 돌 껴안기를 좋아한다. 상대의 발치를 빙빙 돌다 그만 넘어지게 만드는 일도 있다.알을 닮은 둥근 돌을 배의 주머니에 넣고 있다. 좋아하는 상대에게 돌을 준다.하얗고 둥근 돌을 알이라고 생각하고는 소중히 가지고있다. 말려있는 머리모양을 신경 쓰고 있다.알을 닮은 둥근 돌을 배의 주머니에 넣고 있다. 좋아하는 상대에게 돌을 준다.하얗고 둥근 돌을 알이라고 생각하고는 소중히 가지고 있다. 말려 있는 머리 모양을 신경 쓰고 있다.배의 주머니에 하얗고 동그란 돌을 넣고 있다. 사이가 좋아지면 나누어 주는 일도 있다.작아서 아직 알을 낳을 수 없다. 대신에 하얗고 둥근 돌을 찾는다.온순한 포켓몬이지만 배의 둥근 돌을 빼내면 울고불고 난폭해진다.하얗고 둥근 것을 보면 배의 주머니에 넣는다. 너무 많이 넣어서 움직이지 못할 때도 있을 정도다.,노말,알미발견
440,440,54,페라페,사람의 말을 기억해서 운다. 동료가 한 장소에 모이면 모두 똑같은 말을 기억한다.꽁지를 메트로놈처럼 좌우로 흔들어 리듬을 기억한다. 사람의 말을 흉내 낸다.혀는 인간의 것을 똑 닮았다. 그 때문에 인간이 하는 말을 능숙하게 흉내 낼 수 있다.상대와 같은 울음소리를 내서 동료라고 굳게 믿게 하여 습격당하지 않도록 하고 있다.혀는 인간의 것을 똑 닮았다. 그 때문에 인간이 하는 말을 능숙하게 흉내 낼 수 있다.혀는 인간의 것을 똑 닮았다.그 때문에 인간이 하는 말을 능숙하게 흉내 낼 수 있다.상대와 같은 울음소리를 내서 동료라고 굳게 믿게 하여 습격당하지 않도록 하고 있다.사람의 말을 기억해서 운다. 동료가 한 장소에 모이면 모두 똑같은 말을 기억한다.상대와 같은 울음소리를 내서 동료라고 굳게 믿게 하여 습격당하지 않도록 하고 있다.사람의 말을 기억해서 운다. 동료가 한 장소에 모이면 모두 똑같은 말을 기억한다.,"노말,비행",비행
441,441,55,화강돌,108개의 영혼이 모여서 태어난 포켓몬이다. 쐐기돌의 균열과 연결되어 있다.500년 전에 나쁜 짓을 했기 때문에 쐐기돌의 균열에 몸이 연결되어 갇혀 버렸다.항상 나쁜 짓만 하고 있었기에 이상한 술수로 본모습을 쐐기돌에 속박당했다.108개의 영혼으로 되어 있다. 두 번 다시 나쁜 짓을 하지 못하게 쐐기돌로 묶여 있다.항상 나쁜 짓만 하고 있었기에 이상한 술수로 본모습을 쐐기돌에 속박당했다.108개의 영혼이 모여서 태어난 포켓몬이다. 쐐기돌의 균열과 연결되어 있다.500년 전에 나쁜 짓을 했기 때문에 쐐기돌의 균열에 몸이 연결되어 갇혀 버렸다.108개의 영혼이 모여서 태어난 포켓몬이다. 쐐기돌의 균열과 연결되어 있다.500년 전에 나쁜 짓을 했기 때문에 쐐기돌의 균열에 몸이 연결되어 갇혀 버렸다.,"고스트,악",부정형
442,442,56,딥상어동,동굴의 조그만 구멍을 보금자리로 쓴다. 먹이가 다가오면 재빠르게 뛰쳐나가 붙잡는다.일찍이 열대의 땅에 있었다. 추위를 피하기 위해 지열로 따뜻한 동굴에서 산다.큰 입으로 하는 공격은 위력이 충분하지만 아직은 잘 싸우지 못해서 자신도 상처를 입는다.지열로 데워진 구멍에서 지낸다.적이 가까이 오면 구멍에서 뛰쳐나와 커다란 입으로 물어버린다.큰 입으로 하는 공격은 위력이 충분하지만 아직은 잘 싸우지 못해서 자신도 상처를 입는다.지열로 데워진 구멍에서 지낸다. 적이 가까이 오면 구멍에서 뛰쳐나와 커다란 입으로 물어버린다.동굴의 조그만 구멍을 보금자리로 쓴다. 먹이가 다가오면 재빠르게 뛰쳐나가 붙잡는다.지열로 데워진 구멍에서 지낸다. 적이 가까이 오면 구멍에서 뛰쳐나와 커다란 입으로 물어버린다.동굴의 조그만 구멍을 보금자리로 쓴다. 먹이가 다가오면 재빠르게 뛰쳐나가 붙잡는다.지열로 따뜻한 동굴에서 살고 있다. 그래도 추워지면 동료들과 몸을 맞대어 뭉친다.구멍에 숨어서 먹이나 적이 지나가면 뛰쳐나가 문다. 기세가 대단해 이가 빠질 때도 있다.움직이는 것에 반응하여 달려들어 덥석 문다. 자신이 상처를 입어도 별로 신경 쓰지 않는다.알로라보다 더 더운 곳이 본래 서식지다. 함께 지내려면 난방비가 든다.,"드래곤,땅","괴수,드래곤"
443,443,57,한바이트,한바이트의 비늘로부터 만든 약은 불치의 병을 고친다고 오래전부터 믿어져 왔다.캐낸 보석을 거처에 모으는 습성이 있다. 그것을 노리는 도둑이 끊이질 않는다.반짝반짝 빛나는 것을 아주 좋아하기에 동굴 안에서 발견한 보물을 자신의 둥지에 모아둔다.거처를 늘릴 때 땅속에서 나온 보석의 원석을 거처에 모아두는 습성을 가졌다.반짝반짝 빛나는 것을 아주 좋아하기에 동굴 안에서 발견한 보물을 자신의 둥지에 모아둔다.거처를 늘릴 때 땅속에서 나온 보석의 원석을 거처에 모아두는 습성을 가졌다.반짝반짝 빛나는 것을 아주 좋아하기에 동굴 안에서 발견한 보물을 자신의 둥지에 모아둔다.거처를 늘릴 때 땅속에서 나온 보석의 원석을 거처에 모아두는 습성을 가졌다.드물게 탈피해서 비늘이 벗겨진다. 그 성분이 들어 있는 약은 피곤한 몸을 회복시켜 준다.반짝반짝 빛나는 것을 아주 좋아한다. 보석이나 잡은 멜리시를 둥지에서 가만히 바라보고 있다.반짝이는 것을 매우 좋아한다. 멜리시를 노리는 깜까미를 발견하면 격렬하게 화를 내며 덤벼든다.탈피하면서 커진다. 비늘을 비벼서 가루로 만든 것은 한방약의 원료가 된다.,"드래곤,땅","괴수,드래곤"
444,444,58,한카리아스,몸을 접고 날개를 펼치면 마치 제트기 같다. 음속으로 날 수 있다.제트기와 맞먹는 스피드로 하늘을 난다. 노린 먹이는 놓치지 않는다.고속으로 달려나가면 날개는 공기의 칼날을 만들어내어 주변의 나무는 절단 나게 된다.몸을 뒤덮은 결이 고운 비늘이 공기 저항을 줄이기 때문에 고속으로 날 수 있다.고속으로 달려나가면 날개는 공기의 칼날을 만들어내어 주변의 나무는 절단 나게 된다.제트기와 맞먹는 스피드로 하늘을 난다. 노린 먹이는 놓치지 않는다.몸을 접고 날개를 펼치면 마치 제트기 같다. 음속으로 날 수 있다.제트기와 맞먹는 스피드로 하늘을 난다. 노린 먹이는 놓치지 않는다.제트기만큼 빠른 속도로 난다. 새포켓몬 무리에 돌진하여 그대로 무리째 삼켜버린다.머리에 달린 2개의 돌기는 센서 역할을 한다. 저 멀리 있는 먹이의 모습도 알 수 있다.음속으로 날아다니며 먹이를 찾는다. 먹이를 두고 보만다와 공중전을 펼친다.매끄럽고 뾰족한 비늘은 공기 저항을 줄일 뿐만 아니라 습격해 온 상대를 상처 입힌다.,"드래곤,땅","괴수,드래곤"
445,445,59,먹고자,하루에 한 번 체중과 같은 양의 먹이를 한 번에 먹는다. 거의 씹지 않고 통째로 삼킨다.몸의 긴 털 밑에 먹이를 숨기는 습성이 있다. 숨긴 것을 잊어버린다.먹이를 먹는 데 열중한 나머지 털 밑에 숨겨놓은 먹이에 대한 것은 잊어버리고 만다.부스스한 털 안에 먹이를 숨겨서 갖고 다닌다. 먹을 때는 꿀꺽 통째로 삼킨다.먹이를 먹는 데 열중한 나머지 몸의 털 밑에 숨겨놓은 먹이에 대한 것은 잊어버리고 만다.몸의 긴 털 안쪽에 먹이를 숨기는 습성이 있다. 숨긴 것을 잊어버린다.부스스한 털 안에 먹이를 숨겨서 갖고 다닌다. 먹을 때는 꿀꺽 통째로 삼킨다.몸의 긴 털 안쪽에 먹이를 숨기는 습성이 있다. 숨긴 것을 잊어버린다.매일 자신의 체중과 같은 양의 먹이가 필요하다. 맛에 대해서는 신경 쓰지 않는다.먹을 수 있을 것 같은것을 발견하면 일단 주워서 통째로 삼킨다. 그래서 나날이 살이 찌고 있다.긴 털 아래에 음식을 숨기지만 숨긴 것을 잊어 고약한 냄새가 난다며 소동이 날 때도 있다.먹을 만해 보이면 일단 주워서 통째로 삼킨다. 썩은 먹이라도 소화시키는 튼튼한 위를 가졌다.,노말,알미발견
446,446,60,리오르,몸에서 발산되는 파동은 무서울 때나 슬플 때에 강해져 동료에게 위기를 알린다.부드럽고 강인한 몸이다. 3개의 산과 2개의 골짜기를 하룻밤 사이에 넘을 수 있다.기쁨과 분노 등의 감정을 물결의 형태로 만들어 분별하는 이상한 힘을 지녔다.동료끼리 파동을 내서 의사소통을 한다. 밤새도록 계속 달릴 수 있다.기쁨과 분노 등의 감정을 물결의 형태로 만들어 분별하는 이상한 힘을 지녔다.감정에 따라 모양이 변하는 파동을 서로 내어 동료끼리 커뮤니케이션을 취하고 있다.몸에서 발산되는 파동은 무서울 때나 슬플 떄에 강해져 동료에게 위기를 알린다.감정에 따라 모양이 변하는 파동을 서로 내어 동료끼리 커뮤니케이션을 취하고 있다.몸에서 발산되는 파동은 무서울 때나 슬플 떄에 강해져 동료에게 위기를 알린다.사람과 포켓몬의 감정이나 자연의 상태를 파동이라는 파장의 형태로 느낀다.밤새 달릴 수 있는 지구력을 갖고 있고 노력가지만 아직 햇병아리다.파동이라고 불리는 파를 보면 사람과 포켓몬의 마음을 알 수 있다. 위험한 상대에게는 다가가지 않는다.동료와의 커뮤니케이션에 파동이라 불리는 파장을 사용한다. 울지 않아서 적에게 들키지 않는다.,격투,알미발견
447,447,61,루카리오,모든 것이 발하는 파동을 포착하는 능력을 가지고 있다. 사람의 말을 이해할 수 있다.상대가 발하는 파동을 감지하여 생각이나 움직임을 간파할 수 있다.단련된 루카리오는 파동을 써서 1km 앞에 누가 있는지 어떤 기분인지까지도 안다.파동을 포착하여 보이지 않는 상대의 모습도 보인다고 전해진다.단련된 루카리오는 파동을 써서 1km 앞에 누가 있는지 어떤 기분인지까지도 안다.모든 물건이 내는 파동을 읽어내어 1Km 앞에 있는 상대의 마음도 이해할 수 있다.상대가 발하는 파동을 감지하여 생각이나 움직임을 간파할 수 있다.모든 물건이 내는 파동을 읽어내어 1Km 앞에 있는 상대의 마음도 이해할 수 있다.상대가 발하는 파동을 감지하여 생각이나 움직임을 간파할 수 있다.모든 물건이 내는 파동을 읽어내어 1Km 앞에 있는 상대의 마음도 이해할 수 있다.간파하는 것뿐만 아니라 파동을 조종하는 힘을 얻었다. 싸울 때도 이용한다.1km 앞의 생물의 종류나 기분을 캐치한다. 파동을 이용해 무리로 먹이를 사냥한다.정신을 집중하고 발산하는 파동이라고 불리는 신비한 파는 큰 바위도 산산이 부숴 버린다.파동의 파장으로 상대의 기분을 캐치한다. 알고 싶지 않은 일도 알게 되어 스트레스가 잘 쌓인다.,"격투,강철","육상,인간형"
448,448,62,히포포타스,건조한 땅에서 산다. 땀 대신 모래알을 몸에서 분비하는 포켓몬이다.전신에 모래를 둘러서 세균으로부터 몸을 보호한다. 물에 젖는 것을 싫어한다.콧구멍을 꽉 막고 모래 속을 마치 걷듯이 다닌다. 10마리 정도의 무리로 생활한다.모래로 몸을 덮어 세균으로부터 몸을 지킨다. 사막의 모래 안에서 이동한다.콧구멍을 꽉 막고 모래 속을 마치 걷듯이 다닌다. 10마리 정도의 무리로 생활한다.콧구멍을 꽉 막고 모래 속을 마치 걷듯이 다닌다. 10마리 정도의 무리에 생활한다.건조한 땅에서 산다. 땀 대신 모래알을 몸에서 분비하는 포켓몬이다.전신에 모래를 둘러서 세균으로부터 몸을 보호한다. 물에 젖는 것을 싫어한다.건조한 땅에서 산다. 땀 대신 모래알을 몸에서 분비하는 포켓몬이다.,땅,육상
449,449,63,하마돈,체내에 모아둔 모래를 몸의 구멍에서 뿜어 올려 거대한 회오리를 만들어 공격한다.직격 2m의 큰 입이다. 자동차를 납작하게 찌그러뜨려 버리는 파괴력이다.의외로 화를 잘 내는 포켓몬으로 입을 크게 벌리는 것으로 주변에 자신의 강함을 어필한다.크게 입을 벌려 자신의 강함을 어필한다. 대량의 모래를 일으켜 공격한다.의외로 화를 잘 내는 포켓몬으로 입을 크게 벌리는 것으로 주변에 자신의 강함을 어필한다.크게 입을 벌려 자신의 강함을 어필한다. 대량의 모래를 일으켜 공격한다.,땅,육상
450,450,64,스콜피,꼬리의 발톱으로 먹이를 집어 독을 주입한다. 독이 퍼질 때까지 절대 놓치지 않는 집념이 있다.건조한 땅에 서식한다. 모래땅에 구멍을 파고들어 숨어서 먹이를 계속 기다린다.꼬리의 집게가 오므려지는 동시에 침 끝에서 독이 배어 나온다.1년간 아무것도 안 먹고 지낼 수 있다.모래 속에 숨어 먹이를 기다리고 있다. 꼬리의 발톱에서 독을 내서 먹이를 꼼짝 못하게 한다.꼬리의 집게가 오므려지는 동시에 침 끝에서 독이 배어 나온다.1년간 아무것도 안 먹고 지낼 수 있다.건조한 토지에 살며 1년간 아무것도 먹지 않고 먹이를 숨어서 기다릴 수 있다.모래 속에 숨어 먹이를 기다리고 있다. 꼬리의 발톱에서 독을 내서 먹이를 꼼짝 못하게 한다.꼬리의 발톱으로 먹이를 집어 독을 주입한다. 독이 퍼질 때까지 절대 놓치지 않는 집념이 있다.모래 속에 숨어 먹이를 기다리고 있다. 꼬리의 발톰에서 독을 내서 먹이를 꼼짝 못하게 한다.,"독,벌레","벌레,수중3"
451,451,65,드래피온,양팔의 발톱은 자동차를 동강 내는 파괴력이 있다. 발톱의 끝에서 독을 뿌린다.전신이 튼튼한 등껍질로 덮여 있다. 머리가 180도 회전하므로 사각이 없다.맹독을 쓰지 않고 자부하는 힘만으로도 상대를 박살 낼 수 있는 튼튼한 힘의 소유자다.사막을 횡단하는 사람이나 포켓몬을 습격하기 때문에 사람들은 악마처럼 여기며 두려워한다.맹독을 쓰지 않고 자부하는 힘만으로도 상대를 박살 낼 수 있는 튼튼한 힘의 소유자다.자랑거리인 파워로 상대를 조각조각 낼 수 있으며 게다가 맹독으로 마무리한다.양팔의 발톱은 자동차를 동강 내는 파괴력이 있다. 발톱의 끝에서 독을 뿌린다.자랑거리인 파워로 상대를 조각조각 낼 수 있으며 게다가 맹독으로 마무리한다.양팔의 발톱은 자동차를 동강 내는 파괴력이 있다. 발톱의 끝에서 독을 뿌린다.,"독,악","벌레,수중3"
452,452,66,삐딱구리,볼에 독주머니를 가지고 있다. 상대의 틈을 노려 맹독이 배인 손가락을 꿰찌른다.독주머니를 크게 부풀려서 쿨렁쿨렁 으스스한 소리를 낸다. 상대를 위협하기 위해서다.정정당당하게 싸우는 일은 드물지만 그것도 살아남기 위함이다. 마스코트로서 인기가 높다.손끝에서 짜낸 독액은 허리 통증을 완화하는 약의 재료가 된다.정정당당하게 싸우는 일은 드물지만 그것도 살아남기 위함이다. 마스코트로서 인기가 높다.독주머니를 부풀려서 울어 주변에 으스스한 소리를 퍼트려 상대가 풀죽으면 독찌르기를 한다.볼에 독주머니를 가지고 있다. 상대의 틈을 노려 맹독이 배인 손가락을 꿰찌른다.독주머니를 부풀려서 울어 주변에 으스스한 소리를 퍼트려 상대가 풀죽으면 독찌르기를 한다.볼에 독주머니를 가지고 있다. 상대의 틈을 노려 맹독이 배인 손가락을 꿰찌른다.,"독,격투",인간형
453,453,67,독개굴,주먹의 가시는 긁히기만 해도 생명을 잃을 정도의 맹독을 분비하고 있다.독주머니에서 만들어진 맹독은 팔의 관을 통해서 주먹의 가시에 보내진다.목 주변에 독주머니를 지녔다. 목을 울리면 모여진 독이 잘 섞여져서 강력해진다.유연한 몸으로 상대의 공격을 피하며 깊숙이 뛰어들어 독가시를 꿰찌른다.목 주변에 독주머니를 지녔다. 목을 울리면 모여진 독이 잘 섞여져서 강력해진다.독개굴이 싸움 전에 목을 울리는 것은 독주머니에 모은 독을 잘 섞기 위해서다.목 주변에 독주머니를 지녔다. 목을 울리면 모여진 독이 잘 섞여져서 강력해진다.주먹의 가시는 긁히기만 해도 생명을 잃을 정도의 맹독을 분비하고 있다.목 주변에 독주머니를 지녔다. 목을 울리면 모여진 독이 잘 섞여져서 강력해진다.,"독,격투",인간형
454,454,68,무스틈니,달콤한 냄새의 타액으로 먹이를 끌어들여 큰 턱으로 꿀꺽한다. 하루에 걸쳐 먹이를 먹는다.촉수를 나뭇가지에 휘감아서 움직이지 않으면 마치 식물 같다. 큰 입을 열어 먹이를 기다린다.늪지대에서 자라는 나무에 엉겨 붙어 달콤한 냄새의 타액으로 먹이를 끌어들여 한입에 먹는다.촉수를 재주 있게 움직여 걸으면서 먹이를 기다리기에 적합한 나뭇가지를 찾는다.늪지대에서 자라는 나무에 엉겨 붙어 달콤한 냄새의 타액으로 먹이를 끌어들여 한입에 먹는다.촉수로 나뭇가지에 엉겨 붙어 타액의 달콤한 냄새로 먹이가 다가오는 것을 기다리고 있다.달콤한 냄새의 타액으로 먹이를 끌어들여 큰 턱으로 꿀꺽한다. 하루에 걸쳐 먹이를 먹는다.늪지대에서 자라는 나무에 엉겨 붙어 달콤한 냄새의 타액으로 먹이를 끌어들여 한입에 먹는다.,풀,식물
455,455,69,형광어,햇볕을 잔뜩 쬔 꼬리지느러미의 무늬는 어두워지면 선명한 색으로 반짝이기 시작한다.2개의 꼬리지느러미를 쳐서 헤엄치는 모습 때문에 별명은 바다의 뷰티플라이라고 불린다.몸의 옆쪽에 있는 줄에 태양빛을 모아둘 수 있다. 밤이 되면 아름답게 빛난다.2장의 꼬리지느러미를 뷰티플라이처럼 날개치며 헤엄친다. 밤에 꼬리지느러미 무늬가 반짝인다.2장의 꼬리지느러미를 뷰티플라이처럼 날개 치며 헤엄친다. 밤에 꼬리지느러미 무늬가 반짝인다.몸의 옆쪽에 있는 줄에 태양빛을 모아둘 수 있다. 밤이 되면 아름답게 빛난다.햇볕을 잔뜩 쬔 꼬리지느러미의 무늬는 어두워지면 선명한 색으로 반짝이기 시작한다.몸의 옆쪽에 있는 줄에 태양의 빛을 모아둘 수 있다. 밤이 되면 아름답게 빛난다.햇볕을 잔뜩 쬔 꼬리지느러미의 무늬는 어두워지면 선명한 색으로 반짝이기 시작한다.핑크색의 가죽 부분은 태양광을 모아서 빛을 낸다. 위장하기 위해서라고 전해진다.2장의 꼬리지느러미로 힘차게 점프한다. 해수면을 뛰어오르는 순간 갈모매가 물고 가버린다.핑크색 모양은 밤이 되면 빛이 난다. 다이버에게 인기여서 리조트에서 길들여지기도 한다.빛나는 꼬리지느러미로 먹이를 유인한다. 낮에는 해수면 가까이 있다가 밤이 되면 깊은 곳으로 이동한다.,물,수중2
456,456,70,네오라이트,깊은 바다의 밑바닥에서 산다. 4개의 지느러미 무늬를 반짝거려 먹이를 끌어들인다.천적에 발견되지 않도록 가슴에 있는 2개의 지느러미로 해저에 붙어서 이동한다.긴 지느러미를 다리처럼 써서 해저를 기어다닌다. 랜턴과 먹이다툼을 한다.깊은 바다의 밑바닥에서 빛나는 네오라이트는 마치 밤하늘에 반짝이는 별처럼 보인다.긴 지느러미를 다리처럼 써서 해저를 기어다닌다. 랜턴과 먹이다툼을 한다.깊은 바다의 밑바닥에서 산다. 4개의 지느러미 무늬를 반짝거려 먹이를 끌어들인다.천적에게 발견되지 않도록 가슴에 있는 2개의 지느러미로 해저에 붙어서 이동한다.깊은 바다의 밑바닥에서 산다. 4개의 지느러미 무늬를 반짝거려 먹이를 끌어들인다.천적에게 발견되지 않도록 가슴에 있는 2개의 지느러미로 해저에 붙어서 이동한다.빛으로 먹이를 유인하지만 천적인 사나운 물고기포켓몬까지 다가온다.해저에 사는 심해의 포켓몬이다. 지느러미를 사용해 해저를 기어 좋아하는 아쿠스타를 찾는다.깊은 바다 밑은 먹이가 적다. 귀한 먹이를 두고 랜턴과 격렬히 싸운다.심해 해저를 기어가듯 헤엄친다. 환상적인 지느러미의 빛은 밤하늘의 별과 같다.,물,수중2
457,457,71,타만타,2개의 더듬이로 해수의 미요한 움직임을 포착한다. 사람을 잘 따르는 포켓몬이다.학자의 연구에 따르면 등에 있는 특징적인 무늬는 사는 지역에 따라 다르다고 한다.총어와 장난치며 수면을 뛰어오르는 모습을 보기 위한 투어가 열린다.해수면 근처에서 헤엄치므로 배 위에서 등 모양을 관찰할 수 있다.총어와 장난치며 수면을 뛰어오르는 모습을 보기 위한 투어가 열린다.등의 무늬는 지역에 따라 달라진다. 총어 무리에 섞여 헤엄치는 일이 많다.해수면 근처에서 헤엄치므로 배 위에서 등 모양을 관찰할 수 있다.등의 무늬는 지역에 따라 달라진다. 총어 무리에 섞여 헤엄치는 일이 많다.해수면 근처에서 헤엄치므로 배 위에서 등 모양을 관찰할 수 있다.매우 사람을 잘 따른다. 타만타 체험 투어는 인기가 많은 비치 액티비티다.사람을 잘 따라서 인간의 배 근처까지 다가온다. 등의 모양은 지역에 따라 다르다.,"물,비행",알미발견
458,458,72,눈쓰개,설산에서 살고 있다. 거의 만날 일 없는 인간을 보면 신기해하면서 다가온다.봄이 되면 아이스캔디와 같은 촉감의 나무열매가 배의 주위에 열린다.인간에게 흥미가 있는지 설산에서 발자국을 발견하면 그 주변에 모여든다.추운 계절에는 산기슭까지 내려오지만 봄이 되면 눈이 남아있는 산 정상으로 돌아간다.인간에게 흥미가 있는지 설산에서 발자국을 발견하면 그 주변에 모여든다.추운 계절에는 산기슭까지 내려오지만 봄이되면 눈이 남아있는 산 정상으로 돌아간다.봄이 되면 아이스캔디와 같은 촉감의 나무열매가 배의 주위에 열린다.추운 계절에는 산기슭까지 내려오지만 봄이되면 눈이 남아있는 산 정상으로 돌아간다.봄이 되면 아이스캔디와 같은 촉감의 나무열매가 배의 주위에 열린다.,"풀,얼음","괴수,식물"
459,459,73,눈설왕,만년설이 쌓인 산에서 살며 블리자드를 일으킨다. 설인의 정체가 바로 눈설왕이다.블리자드를 발생시켜 주변 일대를 새하얗게 만든다. 별명은 아이스 몬스터다.눈꽃이 필 무렵 어디선가 나타나며 꽃이 지면 또 어딘가로 모습을 감춘다.만년설이 쌓인 산맥에서 조용히 지낸다. 블리자드를 발생시켜 모습을 감춘다.눈꽃이 필 무렵 어디선가 나타나며 꽃이 지면 또 어딘가로 모습을 감춘다.블리자드를 발생시켜 주변 일대를 새하얗게 만든다. 별명은 아이스 몬스터다.만년설이 쌓인 산맥에서 조용히 지낸다. 블리자드를 발생시켜 모습을 감춘다.블리자드를 발생시켜 주변 일대를 새하얗게 만든다. 별명은 아이스 몬스터다.만년설이 쌓인 산맥에서 조용히 지낸다. 블리자드를 발생시켜 모습을 감춘다.,"풀,얼음","괴수,식물"
460,460,74,포푸니라,"추운 지역에서 사는 포켓몬이다 4, 5마리의 그룹은 훌룡한 연계작전으로 먹이를 몰아넣는다.수목이나 얼음 표면에 날카로운 발톱으로 이상한 무늬를 새겨 동료에게 신호를 보낸다.진화한 후 더욱 약삭빨라져 발톱으로 돌에 사인을 새겨 커뮤니케이션을 시도하고 있다.눈이 많은 지방에 서식한다. 수목에 발톱으로 사인을 그려 동료에게 신호를 보낸다.진화한 후 더욱 약삭빨라져 발톱으로 돌에 사인을 새겨 커뮤니케이션을 시도하고 있다.발톱으로 돌에 사인을 남겨 커뮤니케이션을 취하면서 연계플레이로 상대를 몰아붙인다.눈이 많은 지방에 서식한다. 수목에 발톱으로 사인을 그려 동료에게 신호를 보낸다.추운 지역에서 사는 포켓몬이다. 4, 5마리의 그룹은 훌륭한 연계 작전으로 먹이를 몰아넣는다.눈이 많은 지방에 서식한다. 수목에 발톱으로 사인을 그려 동료에게 신호를 보낸다.추운 지역에서 사는 포켓몬이다. 4, 5마리의 그룹은 훌륭한 연계 작전으로 먹이를 몰아넣는다.4~5마리의 그룹으로 행동한다. 바위나 나무에 표시를 남겨 연계 플레이로 먹이를 잡는다.추운 장소에 살며 알로라에서는 식스테일과 모래두지가 주된 먹이다. 사냥감은 동료끼리 정확히 나눈다.1마리가 모래두지에게 다리를 걸어 뒤집으면 다른 1마리가 날카로운 발톱으로 처리한다.영리해져서 먹이를 두고 싸우지 않게 되었다. 손톱으로 할퀴어지면 동상에 걸린다.","악,얼음",육상
461,461,75,자포코일,특수한 자기장의 영향으로 레어코일이 진화했다. 3개의 유닛에서 자력을 발신한다.자포코일을 과학력으로 진화시키려 시도해 보려는 집단이 있었지만 실패했다.특수한 자기장으로 레어코일의 분자 구조가 재구성되어 자포코일로 진화했다.자포코일을 과학력으로 진화시키려 시도해 보려는 집단이 있었지만 실패했다.너무 강한 자력을 내어 자포코일끼리 끌어당겨 전혀 못 움직이기도 한다.특수한 자기장의 영향으로 레어코일이 진화했다. 3개의 유닛에서 자력을 발산한다.너무 강한 자력을 내어 자포코일끼리 끌어당겨 전혀 못 움직이기도 한다.특수한 자기장의 영향으로 레어코일이 진화했다. 3개의 유닛에서 자력을 발산한다.3개의 유닛으로부터 자력을 발산한다. 밤하늘을 나는 자포코일을 UFO로 착각하는 보고가 많이 발생한다.괴전파를 발신하면서 하늘을 날아 미지의 전파를 수신하고 있다고 한다.자신의 영토를 레이더로 감시하고 있다. 침입자는 파괴광선으로 즉시 처분한다.아직까지 우주에서 왔다고 믿는 사람들도 있다. 강력한 자력을 발산한다.,"전기,강철",광물
462,462,76,내룸벨트,쭉쭉 늘어나는 혓바닥으로 무엇이든 휘감는다.함부로 다가가면 타액으로 끈적끈적 거리게 된다.긴 혀는 항상 타액에 젖어 있다. 타액에는 물질을 녹이는 성분이 포함돼 있어 만지면 마비된다.물건을 녹이는 타액을 낸다. 뭐든지 긴 혀로 감아 타액으로 끈적끈적하게 만든다.긴 혀는 항상 타액에 젖어 있다. 타액에는 물질을 녹이는 성분이 포함돼 있어 만지면 마비된다.타액에는 어떤 것도 녹이는 성분이 충분히 포함되어 있어 핥으면 언제까지나 마비된다.쭉쭉 늘어나는 혓바닥으로 무엇이든 휘감는다. 다가가면 타액으로 끈적끈적거리게 된다.타액에는 어떤 것도 녹이는 성분이 충분히 포함되어 있어 핥으면 언제까지나 마비된다.쭉쭉 늘어나는 혓바닥으로 무엇이든 휘감는다. 다가가면 타액으로 끈적끈적거리게 된다.타액에는 어떤 것도 녹이는 성분이 충분히 포함되어 있어 핥으면 언제까지나 마비된다.혀가 어디까지 늘어나는지 콘테스트가 열린다. 현재 최고 기록은 25m다.손발보다 혀를 사용하는 것이 훨씬 능숙하다. 작은 콩 1알도 능숙하게 잡을 수 있다.,노말,괴수
463,463,77,거대코뿌리,바위를 손바닥의 구멍에 채워서 근육의 힘으로 발사한다. 드물게 꼬마돌을 날린다.근육에 힘을 모아 순간적으로 부풀리는 것으로 손에 넣은 돌을 분출시킬 수 있다.손바닥의 구멍에서 꼬마돌을 발사한다. 전신의 프로텍터는 화산의 분화도 견뎌낸다.근육에 힘을 모아 순간적으로 부풀리는 것으로 손에 넣은 돌을 분출시킬 수 있다.손바닥의 구멍에서 꼬마돌을 발사한다. 전신의 프로텍터는 화산의 분화도 견뎌낸다.바위를 손바닥의 구멍에 채워서 근육의 힘으로 발사한다. 드물게 꼬마돌을 날린다.,"땅,바위","괴수,육상"
